Year;Date;Home_Team;Away_Team;Home_Score;Away_Score;Shootout;Tournament;City;Country;Neutral_Venue;WinningTeam;first_shooter;Losing_Team
2024;15/01/2024;Malaysia;Jordan;0.0;4.0;FALSE;AFC Asian Cup;Al Wakrah;Qatar;TRUE;Jordan;;Malaysia
2024;16/01/2024;Thailand;Kyrgyzstan;2.0;0.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Thailand;;Kyrgyzstan
2024;16/01/2024;Saudi Arabia;Oman;2.0;1.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Saudi Arabia;;Oman
2024;17/01/2024;Lebanon;China PR;0.0;0.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Draw;;Draw
2024;17/01/2024;Qatar;Tajikistan;1.0;0.0;FALSE;AFC Asian Cup;Al Khor;Qatar;FALSE;Qatar;;Tajikistan
2024;18/01/2024;Syria;Australia;0.0;1.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Australia;;Syria
2024;18/01/2024;India;Uzbekistan;0.0;3.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Uzbekistan;;India
2024;18/01/2024;Palestine;United Arab Emirates;1.0;1.0;FALSE;AFC Asian Cup;Al Wakrah;Qatar;TRUE;Draw;;Draw
2024;19/01/2024;Hong Kong;Iran;0.0;1.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Iran;;Hong Kong
2024;19/01/2024;Iraq;Japan;2.0;1.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Iraq;;Japan
2024;19/01/2024;Vietnam;Indonesia;0.0;1.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Indonesia;;Vietnam
2024;20/01/2024;Jordan;South Korea;2.0;2.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Draw;;Draw
2024;20/01/2024;Bahrain;Malaysia;1.0;0.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Bahrain;;Malaysia
2024;21/01/2024;Oman;Thailand;0.0;0.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Draw;;Draw
2024;21/01/2024;Kyrgyzstan;Saudi Arabia;0.0;2.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Saudi Arabia;;Kyrgyzstan
2024;22/01/2024;Qatar;China PR;1.0;0.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;FALSE;Qatar;;China PR
2024;22/01/2024;Tajikistan;Lebanon;2.0;1.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Tajikistan;;Lebanon
2024;23/01/2024;Australia;Uzbekistan;1.0;1.0;FALSE;AFC Asian Cup;Al Wakrah;Qatar;TRUE;Draw;;Draw
2024;23/01/2024;Syria;India;1.0;0.0;FALSE;AFC Asian Cup;Al Khor;Qatar;TRUE;Syria;;India
2024;23/01/2024;Hong Kong;Palestine;0.0;3.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Palestine;;Hong Kong
2024;23/01/2024;Iran;United Arab Emirates;2.0;1.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Iran;;United Arab Emirates
2024;24/01/2024;Iraq;Vietnam;3.0;2.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Iraq;;Vietnam
2024;24/01/2024;Japan;Indonesia;3.0;1.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Japan;;Indonesia
2024;25/01/2024;Jordan;Bahrain;0.0;1.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Bahrain;;Jordan
2024;25/01/2024;South Korea;Malaysia;3.0;3.0;FALSE;AFC Asian Cup;Al Wakrah;Qatar;TRUE;Draw;;Draw
2024;25/01/2024;Kyrgyzstan;Oman;1.0;1.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Draw;;Draw
2024;25/01/2024;Saudi Arabia;Thailand;0.0;0.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Draw;;Draw
2024;28/01/2024;Australia;Indonesia;4.0;0.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Australia;;Indonesia
2024;28/01/2024;Tajikistan;United Arab Emirates;1.0;1.0;TRUE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Tajikistan;Tajikistan;United Arab Emirates
2024;29/01/2024;Iraq;Jordan;2.0;3.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Jordan;;Iraq
2024;29/01/2024;Qatar;Palestine;2.0;1.0;FALSE;AFC Asian Cup;Al Khor;Qatar;FALSE;Qatar;;Palestine
2024;30/01/2024;Saudi Arabia;South Korea;1.0;1.0;TRUE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;South Korea;Saudi Arabia;Saudi Arabia
2024;30/01/2024;Uzbekistan;Thailand;2.0;1.0;FALSE;AFC Asian Cup;Al Wakrah;Qatar;TRUE;Uzbekistan;;Thailand
2024;31/01/2024;Bahrain;Japan;1.0;3.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Japan;;Bahrain
2024;31/01/2024;Iran;Syria;1.0;1.0;TRUE;AFC Asian Cup;Doha;Qatar;TRUE;Iran;Iran;Syria
2024;02/02/2024;Australia;South Korea;1.0;2.0;FALSE;AFC Asian Cup;Al Wakrah;Qatar;TRUE;South Korea;;Australia
2024;02/02/2024;Tajikistan;Jordan;0.0;1.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Jordan;;Tajikistan
2024;03/02/2024;Iran;Japan;2.0;1.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Iran;;Japan
2024;03/02/2024;Qatar;Uzbekistan;1.0;1.0;TRUE;AFC Asian Cup;Al Khor;Qatar;FALSE;Qatar;Uzbekistan;Uzbekistan
2024;06/02/2024;Jordan;South Korea;2.0;0.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Jordan;;South Korea
2024;07/02/2024;Qatar;Iran;3.0;2.0;FALSE;AFC Asian Cup;Doha;Qatar;FALSE;Qatar;;Iran
2024;10/02/2024;Qatar;Jordan;3.0;1.0;FALSE;AFC Asian Cup;Lusail;Qatar;FALSE;Qatar;;Jordan
